Name,Club,Division,Nat,Position,Home Grown Status,Preferred Foot,Inf,WR,Age,Mins,Ps C/90,Pr passes/90,Pas %,NP-xG/90,xA/90,Drb/90,Tck R,Hdr %,Tck/90,K Tck/90,Hdrs W/90,K Hdrs/90,Int/90,Blk/90,Clr/90,Pres C/90,Pres A/90,Fls,Distance,Rec,Salary,Expires,Transfer Value
Jonathan Samuel,El Kanemi Warriors,Nigeria Professional Football League Group A,NGA,D (C),-,Unknown,,,21,"2,133",40.42,4.64,70%,0.06,0.01,0.13,91%,65%,0.89,0.04,9.45,0.46,3.16,0.25,1.18,1.81,4.43,31,153.0mi,- - -,$275 p/w,6/30/25,Unknown
Daniel Krch,Dukla Prague,Fortuna národní liga,CZE,D (C),-,Unknown,,,32,"2,544",46.42,3.4,78%,0.07,0.09,0.14,85%,77%,0.99,0.07,9.16,0.42,3.25,0.67,1.91,2.23,6.3,33,196.9mi,- - -,$500 p/w,6/30/24,Unknown
Uroš Ilić,Crvena zvezda,Mozzart Bet SuperLiga,SRB,D (C),-,Unknown,,,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,- - -,$120 p/w,6/30/25,Unknown
Serkan Izmirlioglu,Bellinzona,Brack.ch Challenge League,SUI,D (C),-,Unknown,,,25,"3,381",51.27,4.39,78%,0.04,0.01,0.08,88%,73%,0.8,0.21,11.05,0.56,3.73,0.59,1.73,1.73,3.67,19,239.1mi,- - -,"$1,400 p/w",6/30/23,Unknown
Tamir Glazer,,-,ISR,D (C),-,Unknown,FrA,,24,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,- - -,-,-,$0 
Alassane Touré,US Chantilly,French National 3 - Hauts de France,FRA,"D (RC), WB (R)",Trained in nation (15-21),Right Only,,,35,"3,784",17.86,0.59,71%,0.08,0.09,-,93%,86%,1.93,0,1.66,0.02,0.83,0.05,0.36,0.24,0.52,65,28.3mi,- - -,$375 p/w,6/30/23,$0 
Tim Björkström,Fredrikstad,OBOS-ligaen,SWE,D (RC),-,Right,,,33,"1,020",47.74,5.65,75%,0.07,0.11,0.09,77%,84%,0.88,0.18,11.56,0.62,3.71,0.35,2.03,1.76,3,13,69.1mi,- - -,"$1,100 p/w",12/31/23,$6K - $65K
Diego Menghi,Complejo Deportivo (JP),Torneo Argentino C,ARG,D (C),-,Right Only,,,39,"1,170",14.62,0,73%,0.02,0,-,95%,-,1.62,0,-,0,-,-,0,0,0,30,0.0mi,- - -,"$1,600 p/w",12/31/23,$16K - $55K
Dave Stephens,Welling United,Vanarama National League South,GUY,D (C),-,Right Only,,,32,90,27,5,53%,0.09,0,-,100%,93%,2,0,13,1,1,-,2,2,4,1,6.6mi,- - -,$625 p/w,6/30/24,$0 - $22K
Tresor Tshibuabua,Sekhukhune Utd,DSTV Premiership,COD,D (C),-,Unknown,Ask,,25,"1,086",38.78,4.31,65%,0.09,0,0.08,79%,86%,1.24,0.41,11.93,0.83,3.98,0.58,1.57,1.33,3.4,19,78.5mi,- - -,$475 p/w,6/30/23,Unknown
Mouad Hadded,CR Bélouizdad,Ligue Professionnelle 1 Mobilis,ALG,D (C),-,Unknown,,,27,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,- - -,$750 p/w,6/30/24,Unknown
Vlad Andreş,Voluntari,SuperLiga,ROU,D (C),-,Unknown,Bid,,24,"2,949",37.54,4.12,67%,0.02,0.05,0.09,74%,70%,0.98,0.18,7.54,0.52,2.9,0.79,2.11,1.37,3.81,22,226.7mi,- - -,$300 p/w,6/30/23,Unknown
Jake McGing,Macarthur FC,Isuzu UTE A-League,AUS,"D (RC), WB (R)",-,Unknown,,,30,"2,237",44.26,4.35,87%,0.06,0.13,0.93,73%,44%,1.41,0.08,2.33,0.16,2.94,0.76,1.25,2.86,9.78,22,182.6mi,- - -,$825 p/w,6/30/25,Unknown
Alexis Renderos,Alianza (SLV),Liga Pepsi,SLV,"D (LC), WB (L)",-,Unknown,,,26,"2,372",36.01,3.79,75%,0.02,0.04,0.83,92%,51%,1.25,0.15,4.1,0,3.53,0.76,1.29,3,6.75,28,183.8mi,- - -,$170 p/w,6/30/23,Unknown
Brian Medina,Tristán Suárez,Primera Nacional,ARG,"D (C), DM",-,Right,,,31,180,60,7.5,89%,0,0,-,0%,90%,0,0.5,13,0,6.5,1,2,2,3.5,1,10.8mi,- - -,$925 p/w,12/31/23,$35K - $350K
Samuel Hernández,Liga de Quito,LigaPro Banco Pichincha,ESP,D (C),-,Unknown,,,19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,- - -,$325 p/w,12/31/25,Unknown
Gabriel Dănuleasa,Farul Constanţa,Liga III - Seria III,ROU,D (C),-,Unknown,,,21,"1,150",14.95,0.31,68%,0.01,0,0.08,100%,43%,1.88,0,0.23,0,0.23,-,0,0.08,0.55,5,7.3mi,- - -,$375 p/w,6/30/24,Unknown
Ray Fränkel,Transvaal,SVB Topklasse,SUR,"D (C), DM",-,Right Only,Ret,,41,"3,467",14.3,0,71%,0.04,0,-,94%,-,1.92,0,-,0,-,-,0,0,0,57,0.0mi,- - -,$100 p/w,6/30/23,$0 - $6K
Alireza Arta,Gol Gohar,Iran Pro League,IRN,D (C),-,Unknown,,,27,"2,962",49.83,3.74,83%,0.05,0.02,0.27,96%,65%,1.34,0.27,5.77,0.52,3.52,0.4,1.64,1.85,4.1,24,214.5mi,- - -,"$3,800 p/w",6/30/24,Unknown
Matti Peltola,HJK,Veikkausliiga,FIN,"D (RLC), DM, M (C)",-,Right,,,21,"1,219",61.06,5.76,82%,0.06,0.09,0.59,81%,66%,1.55,0.15,7.16,0.22,2.81,0.52,1.4,2.44,7.01,11,101.8mi,- - -,$675 p/w,11/30/24,$110K - $1.1M
Guillaume Jannez,Concarneau,Championnat National,FRA,D (C),Trained in nation (15-21),Right Only,,,35,"2,993",59.96,2.65,83%,0.07,0.02,0.12,85%,84%,0.87,0.33,9.92,0.69,3.88,0.54,2.07,1.29,3.91,42,224.5mi,- - -,$925 p/w,6/30/23,$0 
Bourama Coulibaly,Liaoning Shenyang Urban,Ping An Chinese Football Association Super League,MLI,D (C),-,Unknown,,,34,810,49.78,3.22,87%,0.12,0,-,86%,69%,0.67,0.22,8.89,0.56,3.56,0.67,1.22,1.44,3.11,8,54.3mi,- - -,$575 p/w,12/31/23,Unknown
Agenor,UD Songo,Mozambican Premier Division,MOZ,D (C),-,Unknown,,,26,"1,106",41.26,3.82,68%,0.1,0.02,0.16,75%,80%,0.49,0.16,11.72,0.41,4.15,0.9,1.79,1.38,3.82,10,78.9mi,- - -,$220 p/w,12/31/23,Unknown
Juan Camilo Suárez,Deportes Quindío,Torneo BetPlay Dimayor,COL,D (C),-,Right,,,25,582,40.67,3.4,69%,0.08,0.03,0.15,67%,84%,0.62,0.15,11.29,0,2.63,0.62,1.39,2.94,5.72,4,41.2mi,- - -,"$1,000 p/w",12/31/23,$0 - $60K
Hernest Malonga,Diables Noirs,Congolese Championnat National,CGO,D (C),-,Right,,,21,"1,080",45.83,4.5,74%,0.2,0.03,-,100%,68%,0.92,0.33,9.67,0.33,4.67,0.75,2.5,1.75,3.92,5,74.0mi,- - -,$160 p/w,12/31/24,$40K - $375K
Nozomi Kimura,Dep. Valdivia,Segunda División Profesional de Chile,JPN,D (RC),-,Right,,,27,90,13,0,65%,0,0,-,100%,-,1,0,-,0,-,-,0,0,0,2,0.0mi,- - -,$190 p/w,12/31/24,$0 - $80K
Freddy Nsabiyumva,Helsingborgs IF,Allsvenskan,BDI,D (C),-,Right,,,29,826,24.62,3.16,64%,0.01,0.03,-,82%,65%,0.98,0.33,5.23,0.22,2.72,1.31,3.27,1.53,5.56,1,64.1mi,- - -,"$2,200 p/w",11/30/25,$24K - $240K
Philip Ipole,Sochi,Tinkoff Russian Premier League,NGA,D (RC),-,Right Only,,,22,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,- - -,"$1,100 p/w",6/30/23,$230K - $750K
Arthur,Cuiabá,Brasileirão Assaí Série A,BRA,D (C),-,Right,Ask,,24,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,- - -,"$1,200 p/w",12/31/24,$14K - $140K
Sondre Norheim,Bryne,OBOS-ligaen,NOR,D (RLC),-,Right,Inj,,27,770,34.71,2.92,64%,0.07,0.05,0.7,100%,80%,1.4,0.35,7.6,0.23,3.62,0.7,1.64,2.45,5.26,9,57.4mi,- - -,$600 p/w,12/31/24,$20K - $190K
Brayan Medina,Fortaleza C.E.I.F.,Liga BetPlay Dimayor,COL,D (C),-,Left,,,22,578,61.82,3.89,86%,0.08,0.05,-,100%,75%,0.93,0,9.81,0,4.05,0.62,1.71,1.71,3.89,9,44.1mi,- - -,"$1,100 p/w",12/31/23,$275K - $900K
Safa Yıldırım,Erbaaspor,Spor Toto 3. Lig Grup 3,TUR,D (C),-,Unknown,,,31,"3,870",14.77,0.07,70%,0.05,0,-,91%,100%,1.84,0,0.33,0,0.07,-,0,0.02,0.02,68,6.8mi,- - -,$250 p/w,6/30/23,Unknown
Luis Becerra,Delfín,LigaPro Banco Pichincha,ECU,D (C),-,Right,,,26,"1,350",44.6,4.6,74%,0.07,0.1,0.13,83%,75%,0.67,0.2,11.8,0.47,3.8,0.53,2.33,1.47,3,12,96.1mi,- - -,$700 p/w,12/31/23,$4K - $40K
Joseph Olowu,Doncaster,Sky Bet League Two,ENG,D (LC),-,Right,,,24,"4,459",45.7,3.98,71%,0.07,0.03,0.14,89%,83%,0.67,0.12,12.68,0.57,3.94,0.71,1.7,1.55,3.61,39,329.8mi,- - -,"$1,700 p/w",6/30/25,$130K - $400K
Filipe Almeida,União de Leiria,Portuguese Third Division - South,POR,D (C),-,Right Only,,,26,"2,290",55.34,5.11,78%,0.06,0.01,0.12,84%,71%,0.83,0.28,10.69,0.55,3.62,0.63,1.57,1.85,3.07,15,166.3mi,- - -,$700 p/w,6/30/25,$7K - $65K
Nikola Vasiljević,FK Kolubara,Mozzart Bet SuperLiga,SRB,D (C),-,Unknown,,,32,266,37.56,3.38,75%,0,0,-,82%,71%,3.05,0.34,5.75,0.34,3.05,-,1.35,2.71,9.81,3,25.7mi,- - -,$300 p/w,6/30/23,Unknown
Luis Gustavo Sánchez,CF Monterrey,Liga MX,MEX,D (C),-,Left Only,Ask,,24,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,- - -,$300 p/w,6/30/23,$0 
Martín Marta,River Plate Montevideo,Torneo Uruguayo Copa Coca-Cola,URU,D (LC),-,Unknown,Ask,,27,26,-,-,67%,-,-,-,100%,67%,-,-,-,-,-,-,-,-,-,2,2.7mi,- - -,$325 p/w,12/31/23,Unknown
Francisco La Mantia,Zamora F.C. (VEN),Liga FUTVE,VEN,"D (C), DM",-,Unknown,,,28,"1,530",55.94,3.76,87%,0.08,0.09,0.35,92%,70%,1.29,0.18,6.82,0.29,4,0.35,1.29,1.76,4.47,17,114.1mi,- - -,"$3,000 p/w",12/31/25,Unknown
Ísak Óli Ólafsson,Esbjerg fB,2. division,ISL,"D (C), DM, M (C)",-,Right Only,,,23,"2,229",45.75,4.24,75%,0.13,0.13,0.16,91%,66%,1.29,0.12,8.68,0.52,2.58,0.57,1.53,2.71,5.73,17,162.4mi,- - -,"$1,400 p/w",6/30/23,$16K - $50K
Ibrahim Cissé,Nancy,Championnat National,CIV,D (C),-,Right,Frt,,25,270,77,3.33,91%,0.06,0,-,100%,59%,0.67,0.33,10.67,0.67,4,0.33,0.33,3.67,5.67,3,20.9mi,- - -,"$1,300 p/w",6/30/23,$0 
Diego Angulo,Saprissa,Liga Promérica,CRC,D (LC),-,Left Only,,,32,"2,738",46.64,4.31,77%,0.02,0.04,0.23,89%,74%,0.82,0.16,10.52,0.23,4.31,0.62,1.64,1.87,4.5,19,205.2mi,- - -,"$1,600 p/w",6/30/24,$20K - $200K
Eduardo Kunde,Brusque,Brasileirão Série C,BRA,D (C),-,Right Only,,,26,410,48.51,4.83,71%,0,0.05,0.44,33%,72%,0.44,0.44,11.41,0.66,2.85,0.66,1.98,1.54,3.95,6,29.2mi,- - -,$350 p/w,12/31/23,$0 - $24K
Harrison Murray-Campbell,Chelsea,Premier League,ENG,D (C),-,Unknown,,,17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,- - -,"$9,000 p/w",6/30/25,Unknown
Tomás Baroni,,-,ARG,D (RC),-,Right,Wnt,,29,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,- - -,-,-,$0 
Mamadou Banao,SO Armée,Ligue 1,CIV,D (C),-,Right Only,,,31,"4,220",37.64,3.5,81%,0.09,0.09,0.55,82%,77%,1.47,0.15,6.06,0.38,3.01,0.53,1.26,3.09,7.27,50,323.7mi,- - -,N/A,6/30/23,$6K - $60K
Abel James,Wikki Tourists,Nigeria Professional Football League Group B,NGA,D (C),-,Unknown,,,24,48,-,-,81%,-,-,-,100%,75%,-,-,-,-,-,-,-,-,-,0,3.4mi,- - -,$130 p/w,6/30/23,Unknown
Tiago Barbosa,CSKA 1948,efbet League,BRA,D (C),-,Unknown,Ask,,23,180,31,4.5,52%,0,0,-,100%,67%,1.5,0,8,1,6,-,3.5,1.5,2.5,2,12.5mi,- - -,$450 p/w,6/30/24,Unknown
Harold Voyer,Le Mans FC,Championnat National,FRA,D (C),Trained in nation (15-21),Left Only,Wnt,,27,"3,060",76,4.74,91%,0.04,0.01,0.03,81%,80%,0.74,0.24,11.62,0.38,4.79,0.5,1.03,1.26,3.06,21,235.4mi,- - -,"$2,200 p/w",6/30/24,$150K - $475K
Álvaro Arencibia,Salamanca,Tercera Federación Grupo VIII,ESP,"D (C), DM",-,Right Only,,,29,"3,812",44.65,4.79,74%,0.15,0.03,0.09,71%,64%,0.8,0.17,9.96,0.47,3.9,0.42,1.87,1.82,3.59,32,267.4mi,- - -,"$5,000 p/w",6/30/25,$80K - $250K
Lucas Hey,Lyngby BK,3F Superliga,DEN,"D (C), DM, M (C)",-,Right Only,,,21,339,42.21,2.12,75%,0,0.04,-,100%,58%,1.33,0,6.9,0.8,1.33,0.27,1.33,3.19,8.5,3,26.7mi,- - -,"$2,400 p/w",12/31/24,$40K - $375K
Ashton Fox,Maidstone United,Vanarama National League,ENG,D (C),-,Right Only,,,21,"3,122",47.28,3.6,73%,0.07,0.03,0.06,82%,73%,0.66,0.26,11.96,0.37,3.89,0.72,2.34,1.24,3.11,19,232.3mi,- - -,$575 p/w,6/30/24,$130K - $1.3M
Antony Kay,Bala Town,JD Cymru Premier,ENG,D (C),-,Unknown,Ret,,41,"3,107",41.28,5.65,64%,0.09,0.07,-,84%,79%,0.75,0.12,12.05,0.46,3.74,0.43,1.39,1.59,3.39,36,215.4mi,- - -,$350 p/w,6/30/24,Unknown
Aaron Hayden,Wrexham,Vanarama National League,ENG,D (RC),-,Right,,,27,"3,350",44.92,4.65,71%,0.05,0.03,0.21,97%,82%,0.75,0.16,11.74,0.56,3.79,0.64,1.8,1.26,3.01,27,237.9mi,- - -,"$1,800 p/w",6/30/25,$30K - $300K
Wilfredo Soleto,Oriente Petrolero,División de Fútbol Profesional,BOL,D (C),-,Unknown,,,28,"1,350",51.47,4,83%,0.02,0.03,0.13,80%,73%,0.8,0.27,7.33,0.33,3.47,0.6,1.07,1.67,3.67,11,104.3mi,- - -,$550 p/w,12/31/23,Unknown
Emin Grozdanić,IFK Värnamo,Allsvenskan,SWE,D (LC),-,Left Only,,,24,315,49.71,5.71,73%,0.01,0,-,60%,42%,0.86,0.29,5.71,0.29,5.43,0.29,3.43,1.71,2.57,2,25.8mi,- - -,$750 p/w,12/31/24,$110K - $350K
Hasan Khilu,Bnei Sakhnin,Ligat Tel Aviv Stock Exchange,ISR,D (C),-,Unknown,Ctr,,24,60,-,-,90%,-,-,-,-,100%,-,-,-,-,-,-,-,-,-,1,5.5mi,- - -,"$1,100 p/w",-,Unknown
Boniface Nwaeze,Remo Stars,Nigeria Professional Football League Group A,NGA,D (C),-,Unknown,,,26,90,13,0,65%,0,0,-,100%,-,2,0,-,0,-,-,0,0,0,0,0.0mi,- - -,$130 p/w,6/30/23,Unknown
Caiser Gomes,Estrela da Amadora SAD,Liga Portugal 2 SABSEG,GNB,"D (C), DM",-,Right Only,Ask,,24,32,-,-,90%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,2.5mi,- - -,$550 p/w,6/30/23,$6K - $18K
Max Ortellado,Al-Nasr,ADNOC Pro League,PAR,D (C),-,Unknown,,,23,90,45,5,70%,0,0,-,-,78%,-,0,14,0,3,-,0,1,5,2,6.6mi,- - -,"$10,500 p/w",6/30/25,Unknown
Finn Stam,AZ,Keuken Kampioen Divisie,NED,D (C),-,Unknown,,,21,"2,519",46.48,3.75,79%,0.01,0,0.04,67%,70%,1.04,0.46,8.29,0.79,4.04,0.86,1.54,2.32,6.54,15,195.5mi,- - -,$375 p/w,6/30/24,Unknown
Jorge Zules Caicedo,Dep. Madryn,Primera Nacional,COL,D (C),-,Right,,,33,200,28.35,1.8,68%,0.09,0.06,1.35,60%,57%,1.35,0,3.6,0.45,4.5,0.9,0.45,2.25,7.2,3,20.4mi,- - -,"$2,600 p/w",12/31/23,$24K - $240K
Fatih Kızılkaya,Ankaraspor,Spor Toto 2. Lig Beyaz Grup,TUR,D (C),-,Unknown,,,22,"2,133",37.97,4.68,70%,0.12,0.05,0.89,81%,64%,0.93,0.17,7.76,0.38,4.22,0.68,1.69,2.24,5.82,15,166.9mi,- - -,$220 p/w,6/30/23,Unknown
Benaissa Benamar,FC Volendam,Eredivisie,MAR,D (C),-,Unknown,,,27,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,- - -,"$2,000 p/w",6/30/23,Unknown
Santiago Guzmán,,-,COL,"D (C), WB (R)",-,Right,Wnt,,24,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,- - -,-,-,$0 
Nader Al-Sharari,Al-Shabab,Roshn Saudi League,KSA,D (C),-,Unknown,,,28,426,36.55,4.01,64%,0.19,0,0.42,100%,73%,0.42,0.21,9.72,0,4.65,0.63,1.48,1.27,3.17,2,30.8mi,- - -,"$13,250 p/w",6/30/24,Unknown
Declan Lambert,Kuala Lumpur,Astro Liga Super Malaysia,MAS,D (RC),-,Unknown,,,25,"1,390",34.12,4.53,68%,0.07,0.03,1.17,86%,72%,0.78,0.13,6.41,0.26,3.88,0.84,1.49,1.94,5.5,11,107.0mi,- - -,$700 p/w,11/30/24,Unknown
Salah Harrabi,US Monastir,Championnat de la Ligue Professionnelle 1,TUN,D (C),-,Unknown,,,25,471,27.32,1.91,67%,0.11,0,0.19,78%,69%,1.34,0,5.54,0.19,1.91,0.19,1.15,1.72,4.01,9,19.8mi,- - -,$725 p/w,6/30/23,Unknown
Alouis Diriken,Sint-Truiden,Jupiler Pro League,BEL,D (C),-,Right Only,,,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,- - -,$500 p/w,6/30/24,$35K - $120K
Enzo Adeagbo,Lazio,Serie A TIM,SUI,D (C),-,Right,,,22,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,- - -,$700 p/w,6/30/24,$16K - $50K
Luca van der Gaag,B-SAD,Liga Portugal 2 SABSEG,NED,D (C),-,Right,,,22,603,45.82,4.33,75%,0.01,0,-,79%,51%,1.64,0.75,5.22,0.45,3.73,1.64,3.58,2.84,5.97,5,47.3mi,- - -,$575 p/w,6/30/25,$16K - $160K
Arise Ogundare,Dakkada,Nigeria Professional Football League Group B,NGA,D (C),-,Unknown,,,22,270,29.33,1.67,62%,0,0.05,-,100%,43%,1,0,5.33,0,2.33,2.33,1,0.33,2,1,13.7mi,- - -,$120 p/w,6/30/23,Unknown
Daniel Bîrzu,Farul Constanţa,Liga III - Seria III,ROU,D (C),-,Unknown,,,22,"1,611",16.31,0.73,67%,0.05,0,-,96%,81%,1.51,0,0.95,0,0.45,0.06,0.11,0.17,0.45,6,10.4mi,- - -,$425 p/w,6/30/25,Unknown
Elhadj Dabo,Boulogne,Championnat National 2 Groupe B,SEN,"D (C), DM",Trained in nation (15-21),Right Only,,,28,"2,678",53.81,4.23,76%,0.08,0.09,0.13,80%,72%,0.54,0.3,11.22,0.13,4,0.64,1.34,1.34,3.13,17,197.3mi,- - -,"$1,400 p/w",6/30/24,$40K - $400K
Felix Göttlicher,Würzburger Kickers,Regionalliga Bayern,GER,D (C),-,Right,,,22,"3,643",46.87,3.71,77%,0.08,0.01,0.1,88%,68%,1.06,0.27,8.03,0.4,3.46,0.62,1.78,1.53,3.76,18,239.0mi,- - -,"$1,100 p/w",6/30/24,$70K - $700K
Alejandro Vallejos,Def. de Belgrano,Primera Nacional,ARG,D (C),-,Right,Ask,,23,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,- - -,"$1,100 p/w",12/31/25,$170K - $1.7M
Emmanuel Córdoba,Douglas Haig,Torneo Argentino A,ARG,D (C),-,Right,Inj,,28,913,48.6,4.44,85%,0.02,0.06,0.1,63%,66%,1.48,0.2,4.93,0.2,3.15,0.49,1.38,3.65,7.29,5,71.5mi,- - -,"$1,900 p/w",12/31/24,$475K - $1.5M
Adrián González,Crucero del Norte,Torneo Argentino A,ARG,D (C),-,Right Only,,,28,933,49.68,4.15,76%,0.04,0.12,-,90%,69%,0.87,0,10.23,0.68,3.95,0.58,2.32,1.35,2.41,6,63.9mi,- - -,"$1,900 p/w",12/31/24,$450K - $1.4M
Kevin Rivas,Boca Juniors de Cali,Torneo BetPlay Dimayor,COL,D (C),-,Right,,,26,492,47.74,3.84,84%,0.04,0.01,0.73,100%,75%,1.46,0.18,7.87,0.73,1.83,0.55,2.38,2.38,6.59,5,37.7mi,- - -,"$3,300 p/w",12/31/23,$24K - $240K
Da Silva,Goiás,Brasileirão Assaí Série A,BRA,D (C),-,Right,,,23,724,49.85,3.48,82%,0,0,-,80%,70%,0.5,0.37,7.83,0.75,2.86,0.62,1.12,1.24,2.73,4,54.0mi,- - -,$625 p/w,12/31/23,$6K - $65K
Badara Guèye,AS Pikine,Senegalese Ligue 1,SEN,D (RC),-,Right,,,25,"3,795",47.08,4.81,76%,0.21,0.05,0.19,76%,59%,0.62,0.14,8.3,0.31,3.77,0.52,1.57,1.54,3.25,37,261.3mi,- - -,$120 p/w,6/30/24,$80K - $250K
Chris Hegarty,Crusaders,Danske Bank Premiership,NIR,D (C),-,Unknown,,,31,"3,830",62.74,4.14,85%,0.03,0.03,0.05,86%,76%,0.89,0.28,11.63,0.45,3.24,0.66,1.76,1.53,3.2,19,267.0mi,- - -,$500 p/w,12/31/24,Not for Sale
Benjamin Kirchhoff,TSV Steinbach,Regionalliga Südwest,GER,"D (C), DM",-,Right Only,,,29,"3,627",46.82,3.85,74%,0.05,0.03,0.1,84%,83%,0.89,0.3,11.86,0.74,3.57,0.52,1.46,1.91,3.65,34,258.4mi,- - -,"$1,400 p/w",6/30/23,$0 - $20K
Alejandro Manchot,Macará,Primera Categoría Serie B,ARG,D (C),-,Right,,,36,"1,062",53.05,4.49,90%,0.03,0.04,0.25,72%,61%,1.1,0.25,6.27,0.93,2.88,0.59,1.44,2.2,5,11,76.9mi,- - -,$875 p/w,12/31/24,$0 - $55K
Javi Ramos,Platges Calvià,Tercera Federación Grupo XI,ESP,D (C),-,Left Only,,,33,"3,510",14.54,0,73%,0.07,0,-,97%,-,1.95,0,-,0,-,-,0,0,0,40,0.0mi,- - -,$675 p/w,6/30/24,$0 - $85K
Guillermo Padula,Schaffhausen,Brack.ch Challenge League,URU,D (C),-,Unknown,,,26,370,54.24,4.62,90%,0,0.06,1.22,100%,83%,1.46,0,7.3,0.73,4.62,0.49,1.22,2.19,5.59,6,31.8mi,- - -,"$1,900 p/w",6/30/25,Unknown
Niklas Friberg,FC Haka,Ykkönen,FIN,"D (RLC), WB (R)",-,Right,,,28,720,46,4.62,71%,0.09,0.01,0.5,67%,78%,0.75,0.25,12.5,0.38,3.5,0.38,2.38,2,4,4,56.4mi,- - -,$375 p/w,11/30/23,$9K - $90K
Arvid Brorsson,Örebro SK,Superettan,SWE,"D (C), DM, M (C)",-,Right,Wnt,,25,24,-,-,83%,-,-,-,-,67%,-,-,-,-,-,-,-,-,-,0,2.3mi,- - -,"$1,100 p/w",11/30/23,$0 - $40K
Ilario Monterisi,Frosinone,Serie BKT,ITA,D (C),-,Right Only,Inj,,22,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,- - -,$800 p/w,6/30/23,$0 - $5K
Carlos Valdéz,Atenas de San Carlos,Torneo Uruguayo Copa Coca-Cola,URU,D (C),-,Unknown,Ret,,41,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,- - -,$120 p/w,12/31/23,Unknown
Marvin Fletes,Real Estelí,Primera Division Nicaraguense,NCA,"D (C), DM",-,Unknown,,,26,"3,970",36.36,4.13,63%,0.06,0.02,0.16,73%,63%,0.73,0.16,9.07,0.36,3.51,0.5,1.79,1.52,3.38,43,271.9mi,- - -,$750 p/w,6/30/24,Unknown
Jack Sanders,,-,ENG,D (C),-,Unknown,Bid,,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,- - -,-,-,$0 
Arthur Penney,Tranmere,Sky Bet League Two,ENG,"D (C), DM, M (C)",-,Right,,,21,"1,584",45.8,4.6,71%,0.07,0.01,-,94%,78%,0.97,0.28,12.16,0.57,4.32,0.45,1.48,1.59,3.86,15,110.2mi,- - -,$400 p/w,6/30/24,$240K - $750K
Francis Mbassi,Darmstadt 98,2. Bundesliga,GER,D (LC),-,Left,,,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,- - -,"$1,100 p/w",6/30/23,$6K - $60K
Robin Lafarge,Ceuta,Primera Federación Grupo I,FRA,"D (RC), WB (R), DM",Trained in nation (15-21),Right Only,,,32,"3,285",76.05,4.05,86%,0.02,0.01,0.03,85%,77%,0.6,0.14,9.04,0.55,3.81,0.49,1.97,1.21,3.15,34,239.0mi,- - -,$400 p/w,6/30/23,$0 - $7K
Lucão,Sporting Covilhã,Liga Portugal 2 SABSEG,BRA,D (C),-,Right Only,,,26,114,75.79,5.53,85%,0,0.07,-,100%,61%,1.58,0.79,8.68,0.79,3.16,0.79,2.37,2.37,3.95,2,10.7mi,- - -,$625 p/w,6/30/25,$14K - $130K
Kadir Seven,Giresunspor,Spor Toto Süper Lig,TUR,D (C),-,Unknown,,,21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,- - -,$275 p/w,6/30/26,Unknown
János Hegedűs,Vasas,OTP Bank Liga,HUN,D (C),-,Unknown,,,27,270,44.67,4.67,64%,0.06,0.02,-,0%,60%,0,0,8,0.33,3.67,0.67,2,1.67,5,2,20.8mi,- - -,"$1,100 p/w",6/30/25,Unknown
Paul Kalambayi,AFC Wimbledon,Sky Bet League Two,ENG,D (C),-,Right,Wnt,,24,"2,533",46.01,4.26,70%,0.1,0.02,0.11,70%,79%,0.57,0.28,12.12,0.46,4.55,0.57,1.95,1.42,3.55,27,188.8mi,- - -,"$1,600 p/w",6/30/25,$26K - $250K
Ismaël Zagré,Vita Club,DR Congolese Premier Division,BFA,D (C),-,Right Only,,,31,"4,573",53.65,3.76,86%,0.09,0.06,0.14,75%,71%,0.87,0.35,7.36,0.77,3.21,0.57,1.65,1.5,3.88,68,324.5mi,- - -,"$2,500 p/w",6/30/24,$95K - $950K
